 Category,Responsible Person,Publishing Date ,Platform (ENG/CN),Country,Blog Title ,Subtitle/Snippet (For Web),GD Image Link/Video Link,Related Mojo Website Case/Media for Cross Linking,INFLUENCERS,HASHTAGS,ENGLISH (Linkedin / FB)  - BITIC CHECK,ENGLISH (Instagram)  - BITIC CHECK,ENGLISH (Twitter)  - BITIC CHECK,CHINESE (SIMPLIFIED) - MAINLAND/SINGAPORE/MALAYSIA,CHINESE (TRADITIONAL) - TAIWAN/HK,SPANISH + CATALAN,JAPANESE
MOJO Think,Chinamaya,2021-3-19,FB/LN/IG,,Lobe.ai is a great step forward for accessible AI ,,https://drive.google.com/drive/u/0/folders/1Zb1gfZQcZbd2kuRprS3i-0U3l_XjzibV,,"IG:
@fimmick
@2easy_io
@themarketingsoc
@cyberporthkofficial
@technoruhez
@@keithweed
FB:
Startmeup.HK
Jeff Lyndon
riseconfhq
opennetworklab",#globaldigitalmojo #ai #recogniton #lobeAI #ml #nlp #microsoft #future,"It's great to see how fast lobe.ai trains custom machine learning models to solve problems that would've been difficult to solve with regular programming a few years ago. Lobe is working to make deep learning simple, understandable and accessible to everyone. To learn more about Lobe.ai and how Global Digital MOJO uses its funcitonaloties, click here : https://bit.ly/3bwrBDP",,,,,,
MOJO insights,Chinmaya,19/Feb/2021,FB/LN/IG,,Topic TBD,,,,,,,,,,,,
MOJO Think,David,22-03-2021,Mojo Web,,Design thinking for COVID-19,,See Basecamp,,,,,,,,,,
MOJO Think,Chinmaya,24-03-2021,FB/LN/IG,,Design thinking for COVID-19,,,,,,,,,,,,
MOJO Case Study,David,TBD,Mojo Web/Portfolio,,MDes Capstone Design Strategy,,,,,,,,,,,,
MOJO Think,Chinmaya,TBD,,,MDes Capstone Design Strategy,,,,,,,,,,,,
MOJO insights,Chinmaya,TBD,FB/LN/IG,,(sth related to new year would be better),,,,,,,,,,,,
MOJO Thank/insight?,Chinmaya,TBD,"Mojo Web?
*please decide whether have MOJO webpost or not",,History of MOJO - using the MOJO timeline motion graphic,,"https://drive.google.com/drive/folders/1F7tCKJoAjkglnJYFVk6APfIzrZbX58il


",,,,,,,,,,
MOJO Thank/insight?,Chinmaya,TBD,FB/LN/IG,,History of MOJO - using the MOJO timeline motion graphic,,"
https://drive.google.com/drive/folders/1ZIpST9Q4pF7xP1IqtnB2hnkMyMjUZv3L",MOJO Web Link,,,,,,,,,
MOJO Think,David,TBD,Mojo Web,,Nations Talk. Cities Act - MOJO Smart Cities Vol 3 : Barcelona vs Mexico City,,,,,,,,,,,,
MOJO Think,Chinmaya,TBD,FB/LN/IG,,Nations Talk. Cities Act - MOJO Smart Cities Vol 3 : Barcelona vs Mexico City,,,,,,,,,,,,
MOJO Thinks,David,TBD,,,"future of EV” seminar at Taiwan University today
(電動車用電子解決方案研討會)",,,,,,,,,,,,
MOJO Talent Search,David,TBD,Linked In/FB/Tokyo Expat,,,,https://drive.google.com/drive/u/0/folders/1nOgOrFCQUkep4F3ypjX9qRTrxs7winAb,www.globaldigitalmojo.com/join-us,@japan immigration?,,"Are you en experienced digital designer or Web/Mobile developer living in Japan?  Did you lose your position recently due to your companys' business restriciing due to COVID-19.  According to a new Japan Immigration Policy (link http://www.moj.go.jp/isa/nyuukokukanri14_00008.html) , you can stay in Japan if you can find a new sponsor. Global Digital MOJO is your chance to supercharge your internatonal career in Japan.  See us at www.globaldigitalmojo.com./join-us.",,,,,,
MOJO Talent Search,Krystal,TBD,"Linked In, Fb,  post to AI FB group 台灣人工智慧社團!",Taiwan,,,https://drive.google.com/drive/u/1/folders/1OxXo2-_cgzNMazsdnKA0k6wlToYBVQ7d,https://www.yourator.co/companies/globaldigitalmojo,@人工智慧社團,#AI #人工智慧 #國際團隊 #機器學習 #Python #Tensor Flow #圖像識別 #應用程式 #程式設計 #技術 #溝通 #圖像分類 #手機系統 #互動,"Global Digital MOJO international digital project agency is recruiting!

#AI and machine learning developer
Do you enjoy working with a design team, bouncing ideas off each other, always inspired to use your expertise to solve problems based on client requirements? Global Digital MOJO is an international team, with experts in different fields from all over the world, using digital technology combined with AI to help our worldwide clients business transformation.

As long as you are able to
- Leading teams to develop Python/TensorFlow code
- Integration of machine learning in interactive and mobile systems with asynchronous inputs and outputs
- Development of in-house image classifiers and recognition software
- AIoT/Edge Development for Mobile, embedded and Desktop applications (Raspberry Pie or similar)

And possess these personalities and experiences
- At least 0-7 years experience in Machine Learning using Python/Tensor Flow
- Appreciation of the central role of Design in technology application
- Proven experience an applications in the following area Gaming, AdTech, Agritech, EdTech, MedTech, Design, and SmartCity applications
- Good communicator of basic concepts and strategies
- Actively following technology and company trends

Global Digital MOJO team has a fast growing international environment.
If you like challenges and enjoy meeting people from different cultures, you are welcome to join us!
To submit your CV, please see the following website: https://www.yourator.co/companies/globaldigitalmojo",,,,"Global Digital MOJO 國際媒體技術開發團隊招人囉!

#徵人工智慧和機器學習開發人員
你是不是享受和設計團隊共事，互相切磋產生新想法，基於客戶需求，總有靈感用自身專才來解決問題？Global Digital MOJO是個國際團隊，團隊成員為來自世界各地的不同領域專家，運用數位技術結合AI來為全球客戶做數位轉型。

只要你有能力
- 帶領團隊開發Python /Tensor Flow語言
- 結合機器學習跟手機系統的異步輸入和輸出互動關係
- 開發內部圖像分類和識別軟體
- AIoT/Edge開發手機，嵌入式和桌上應用程式 (Raspberry Pie)

同時擁有這些人格特質及經驗
- 至少0-7年使用Python /Tensor Flow機器學習經驗
- 對科技程式設計的核心作用中有相當的了解跟經驗
- 在以下領域有相當的經驗例如：遊戲應用技術，廣告技術，農業技術，教育技術，醫療技術，設計和智慧城市的應用
- 在基本概念和策略方面具有良好的溝通能力
- 積極關注技術和公司的發展趨勢

Global Digital MOJO 團隊擁有成長快速的國際化環境，
只要你喜歡挑戰、喜歡和來自各地不同文化的人們相處，歡迎你的加入！
詳情履歷投遞請查看以下網址：https://www.yourator.co/companies/globaldigitalmojo",,Akari to ADD
MOJO News,David,24/2/21,MOJO Web,,MOJO Taiwan signs MOU Cooporation Agreement with Feng Chia University,MOJO Taiwan signs MOU Cooporation Agreement with Feng Chia University Geographic Information Center,https://drive.google.com/drive/u/0/folders/1rdFY_gb5HA1jthPNJlvHZ56h09FffWPf,,@fengchia1961,#GIS #UX #AI #VR #DEEPTECH #FCU #GIS #TAIWAN #TAICHUNG,"MOJO Taiwan signs MOU Cooporation Agreement with Feng Chia University College of Construction Engineering, Geographic Information Center (逢甲大學地理資訊系統研究中心) (http://www.gis.fcu.edu.tw/)   Further developing its footprint with Taiwan Deeptech Research Institutes, Dr David Williams and MOJO Taichung colleagues joined Dean Jimmy Zhou and Deputy Director Dr Daphne Lai to sign a cooperation agreement focusing on develolping unique VR and AI-driven experiences for GIS Systems.  Along with GIS incubated partner Easy Map Co Limited (https://easymap.gis.tw/easymap/), Global Digital MOJO will develop projects and talent development in Taiwan and over-seas.  All partners bring a unique combination of expertise from UX, VR, UAV, GIS Database Design and System Manaagement.",,,,,,
MOJO News,David/Chinmaya,26/2/21,Social,,MOJO Taiwan signs MOU Cooporation Agreement with Feng Chia University,,https://drive.google.com/drive/u/0/folders/1rdFY_gb5HA1jthPNJlvHZ56h09FffWPf,MOJO WEB,"IG:
@fengchia1961
@chuchushoetw
@liketaitai
@raydueenglish
@ille_tw
FB:
唐鳳 （Audrey Tang）
fengchia1961
Dr-Huong N. Sabherwal
Gary Tang
Jong lee",#GIS #UX #AI #VR #DEEPTECH #FCU #GIS #TAIWAN #TAICHUNG,"MOJO Taiwan signs MOU Cooporation Agreement with Feng Chia University College of Construction Engineering, Geographic Information Center (逢甲大學地理資訊系統研究中心) (http://www.gis.fcu.edu.tw/)   Further developing its footprint with Taiwan Deeptech Research Institutes, Dr David Williams and MOJO Taichung colleagues joined Dean Jimmy Zhou and Deputy Director Dr Daphne Lai to sign a cooperation agreement focusing on develolping unique VR and AI-driven experiences for GIS Systems.  Along with GIS incubated partner Easy Map Co Limited (https://easymap.gis.tw/easymap/), Global Digital MOJO will develop projects and talent development in Taiwan and over-seas.  All partners bring a unique combination of expertise from UX, VR, UAV, GIS Database Design and System Manaagement.

Learn more about this here: https://bit.ly/3uLbxqB","MOJO Taiwan signs MOU Cooporation Agreement with Feng Chia University College of Construction Engineering, Geographic Information Center (逢甲大學地理資訊系統研究中心) (http://www.gis.fcu.edu.tw/) focusing on develolping unique VR and AI-driven experiences for GIS Systems. Read more about it here: https://bit.ly/3uLbxqB",,,,,
MOJO Feb campaign,Eunice / Karan,2021-3-3,ENG/CN/JP,Hong Kong/Taiwai/Japan,Brings Your Business Matching Meeting anywhere anytime!,,"https://drive.google.com/drive/u/2/folders/1zaA3wRhDwObFqz85c2f0QPX5E9sZFzmR

https://drive.google.com/drive/u/2/folders/1zaA3wRhDwObFqz85c2f0QPX5E9sZFzmR",FB/LINE/IG,,#business #innovation #tech #startups #future,"Brings Your Business Matching Meeting anywhere anytime! 

Business matching is to connect companies and individuals with common business interests and to create a win-win situation in both your business and the prospective party benefit from the knowledge, technology, design , services and business networks.

In MOJO VR pitching arena, we customize a virtual Business Matching Meeting platform of integrated matching services dedicated to engage your business and the prospective party anywhere and anytime.

To know more, click https://lin.ee/oebUkoN or https://bit.ly/3dZXWFR to download VR Pitching Arena Tour.","Brings Your Business Matching Meeting anywhere anytime! 

Business matching is to connect companies and individuals with common business interests and to create a win-win situation in both your business and the prospective party benefit from the knowledge, technology, design , services and business networks.

In MOJO VR pitching arena, we customize a virtual Business Matching Meeting platform of integrated matching services dedicated to engage your business and the prospective party anywhere and anytime.

To know more, click https://lin.ee/oebUkoN or https://bit.ly/3dZXWFR to download VR Pitching Arena Tour.",,,"隨時隨地發佈您的業務配對會議！

業務匹配是為了將公司和個人與共同的業務利益聯繫起來，並在您的業務中創造雙贏局面，並從知識，技術，設計，服務和業務網絡中受益。

在MOJO VR pitching arena，我們定制了一個虛擬的商業配對會議平台，平台包含集成的配對服務，致力於隨時隨地與您的企業和潛在的參與者進行互動。

要了解更多，請即click入LINE https://lin.ee/oebUkoN 或到 https://bit.ly/3dZXWFR 下載VR Pitching Arena Tour",,"ビジネスマッチングミーティングをいつでもどこでも！

ビジネスマッチングとは、共通の関心があり、WIN-WINの関係を築くことのできる会社や個人のことであり、それは知識、技術、サービス、デザインやビジネスネットーワークがあって成り立ちます。

MOJOのVRピッチングアリーナはいつでもどこでもビジネスマッチングを行えるプラットフォームです。


詳しくはこちらからhttps://lin.ee/oebUkoNまたhttps://bit.ly/3dZXWFRよりVRピッチングアリーナツアーをダウンロードできます。"
